filename,source_dir,label,label_index,split,md5,dhash
6f75cbf6-25c5-4b56-911d-c8a6ffa242d4___RS_Early.B 7914.JPG,Potato___Early_blight,Early Blight,0,train,ff4e5542ec48fcfd58d7416961c75c70,1239646230840200
6f8dfa1b-8c6f-4be6-93ff-e9180dde7357___RS_Early.B 6914.JPG,Potato___Early_blight,Early Blight,0,train,ee178634b2ffed7cf33d02d9f77f6cbb,3f6cd68ac9db3314
6fc04d72-747b-4a96-912a-db0bd967ece0___RS_Early.B 8002.JPG,Potato___Early_blight,Early Blight,0,train,f92c1411ab0db38e1834903f4937e34b,963b69cd5d5b1fce
6fcaba16-dfce-431a-b268-e0826a101553___RS_Early.B 6695.JPG,Potato___Early_blight,Early Blight,0,train,26e044b5c90172a6f70b173853376dfa,315cd6dad41c190c
6fdee580-fa84-4ea7-b54a-048919765284___RS_Early.B 8187.JPG,Potato___Early_blight,Early Blight,0,train,40f71f6ceb181ba0502c70f78c6a73a3,14d3c94426328241
70a2aa43-f50f-448b-bd98-9315f27cf456___RS_Early.B 7927.JPG,Potato___Early_blight,Early Blight,0,train,bbd35edf9aa72467648e2879dff2e4b6,ce0e3b39399396cd
70b89c8b-2850-4ec8-8da1-a4b9de5351c7___RS_Early.B 6889.JPG,Potato___Early_blight,Early Blight,0,test,c97607d314edc21d436911f73c47a1b8,9f3b79d9a9b3a6ad
70da76f2-b067-40f0-82d2-16b2dec3e189___RS_Early.B 8358.JPG,Potato___Early_blight,Early Blight,0,train,a08b36e25ed250b523ef289006ec196f,4eebf3bb6171770d
719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,Potato___Early_blight,Early Blight,0,train,79873b6ba2a373adbf0df89e680827b8,6ce7f3f1692c95c7
71ab124e-93ba-4d4e-ae53-68ac12fcb858___RS_Early.B 8129.JPG,Potato___Early_blight,Early Blight,0,test,39423945896ee42fc8f34c5341a96955,458536721899d674
72013507-bfce-4b7a-b56e-f66a94cb4558___RS_Early.B 7930.JPG,Potato___Early_blight,Early Blight,0,val,35d57f7535a0c0186d9411281a9dd2c0,2673496422359943
7227b3db-c212-4370-8b42-443eea1577aa___RS_Early.B 7306.JPG,Potato___Early_blight,Early Blight,0,train,f9fdecf6daaebecc712e056bde126b79,85362c7963cefcc0
722bc78a-a1e0-481b-b5a3-cb3357f2f350___RS_Early.B 6803.JPG,Potato___Early_blight,Early Blight,0,train,7586198079d91afd03ff2eac14f9a905,739c8f83c15d2dcb
7248171d-98a5-4bf0-9a8d-5c5a8820eba9___RS_Early.B 6680.JPG,Potato___Early_blight,Early Blight,0,train,468560b3b6db6a2323b5bd681dd77eb3,9b387adca9d38438
72c4221d-f82b-48fc-a91e-8aa46f5cb0cc___RS_Early.B 8399.JPG,Potato___Early_blight,Early Blight,0,train,3ac9da25604a211a0db48975ab786b12,2e43414224120800
72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B 8772.JPG,Potato___Early_blight,Early Blight,0,val,814e40592c410dad4d00d21e8829670a,0643446060348949
72f9e596-8d1e-4ffd-923d-55645d6adca1___RS_Early.B 7704.JPG,Potato___Early_blight,Early Blight,0,train,081708d62b82abdf5a82c9c7d5e3c789,110504082d49467c
73273541-2855-4516-92c3-658703bd2d18___RS_Early.B 6814.JPG,Potato___Early_blight,Early Blight,0,train,b892bcef04f5c34ab2f87cec3090dcd1,6de6d3d9c1613b99
737c2343-228f-4155-b984-13ae0da44745___RS_Early.B 6828.JPG,Potato___Early_blight,Early Blight,0,val,fb0c99f3558968f53c15ab465f92100d,972717038bc76769
73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG,Potato___Early_blight,Early Blight,0,train,43e80b1ce123b4c1d00f5b5886730243,3775c4cba7e362b0
73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG,Potato___Early_blight,Early Blight,0,train,73fc8544a35cf95e015d3eddc6591cef,05644cf1f3632690
73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG,Potato___Early_blight,Early Blight,0,train,db5de5f71c78d39a3461ea98a7773c7f,9e3565d9997913dc
74316ef6-7cce-4ed9-8fbf-9bf42d14657c___RS_Early.B 7352.JPG,Potato___Early_blight,Early Blight,0,val,c84d84bbe40aee7bb967c3cfa78b1af6,dc1f2958d97b2684
7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723.JPG,Potato___Early_blight,Early Blight,0,train,b824bb14779c28379ef3b49d47212840,06443a3050e3c678
7486e823-64f7-4e43-ab51-26261b077fc2___RS_Early.B 6785.JPG,Potato___Early_blight,Early Blight,0,train,9fbabe89ef622d6b4c01cc3b6a7975c0,4c86cd6426321200
74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,Potato___Early_blight,Early Blight,0,val,55845a2cc491b2312aeb3b8e6ceba3ce,8361e9adada7ef7b
757b3cbf-a694-4e76-939c-5a93d3c932ab___RS_Early.B 8169.JPG,Potato___Early_blight,Early Blight,0,train,6b9d0e77c63a55631188931b8dc5e381,540d645642610d4e
7584a5b8-b701-4255-9dde-a60b6442cc37___RS_Early.B 9154.JPG,Potato___Early_blight,Early Blight,0,train,e76593ed39bdaaf315a46a57f2dcdcec,842c72504411274c
758b39d7-12bc-401f-b280-2c8435a02f43___RS_Early.B 6839.JPG,Potato___Early_blight,Early Blight,0,train,2cd811ce62879804327b31b09168aa88,1a53e1717171278e
769b00f1-f5cf-4dee-a2c6-6e97414450f6___RS_Early.B 9149.JPG,Potato___Early_blight,Early Blight,0,train,2bcad55e7bd61c93e06e26994b277803,9a5bd9b999d96f8f
77725a5a-c0b8-4b7c-bc42-ac99f51428c1___RS_Early.B 7401.JPG,Potato___Early_blight,Early Blight,0,train,98e470de5049b78cb8cf456cbf5ccfb6,3c4fc79359198fe3
7795f733-eeb0-4353-bdb8-b2f4d8d622d4___RS_Early.B 6960.JPG,Potato___Early_blight,Early Blight,0,train,9d2b5d02b3a58989009801ccf5bf5ecc,011c3870d1634638
779e2b0a-0922-41bc-9393-da3750494671___RS_Early.B 8382.JPG,Potato___Early_blight,Early Blight,0,train,62b5a63421abc54dd9f1dc2054f48a90,e38735799199c34e
77b04047-8450-47d1-82f1-48f09f83387c___RS_Early.B 7042.JPG,Potato___Early_blight,Early Blight,0,train,f14792411ff904ded28b095cdf1fd314,1f61e4e5692336d8
77c86eac-945e-4942-8eab-1269373d645a___RS_Early.B 7755.JPG,Potato___Early_blight,Early Blight,0,train,00e0615d0256edac5f183886ac75bad4,83335331b1673f8c
78071f69-3d02-4576-bd46-28732dd528aa___RS_Early.B 9228.JPG,Potato___Early_blight,Early Blight,0,train,c0531ca1ee8aca13d12f20e656699b23,1b597d757f3f97cd
78313ae7-3589-4d23-a5b6-0457e500bd1a___RS_Early.B 6768.JPG,Potato___Early_blight,Early Blight,0,test,0e558bf29fed0600575a779124234854,459a3222444d4a48
7855ccc3-28ac-4269-a8ce-618df8a27573___RS_Early.B 7834.JPG,Potato___Early_blight,Early Blight,0,train,d1f731c5e4b72344a26e2a14a35db95b,0f75e5c4edc9763c
78ca2c95-f7b7-43b8-a91f-9ca12ac814e8___RS_Early.B 7137.JPG,Potato___Early_blight,Early Blight,0,train,2bb9c42c4903295d582755aeaf28b0c0,cf19372b1e6e2838
7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG,Potato___Early_blight,Early Blight,0,val,ff3045eefb8eddfafd73f907ec10b042,93257da989034e38
7a3630ed-a43c-4957-a604-1de05e8e7f32___RS_Early.B 6795.JPG,Potato___Early_blight,Early Blight,0,train,8ebf9d19f14fd8423e4b1848353d2604,bf4fdeddcd6636cf
7a7ff9ee-1d6f-4ca8-a393-9c56ca74d7bb___RS_Early.B 8158.JPG,Potato___Early_blight,Early Blight,0,test,da22df4764ced9f6b710a04c46bd1c15,923141c583d67d70
7a84da2c-6c10-483f-9994-69aeedc21a57___RS_Early.B 7534.JPG,Potato___Early_blight,Early Blight,0,train,661a6d93b1173bd3f65067973b85558c,c79f1a74f1b32c7e
7a8f295d-dc08-4a25-ba7a-28995729b6b6___RS_Early.B 8243.JPG,Potato___Early_blight,Early Blight,0,train,44d045edf1f3a31f114a6ff745f45da0,c79b3f797b336f7b
7ace85c1-a488-4df2-8162-b73c17032099___RS_Early.B 7541.JPG,Potato___Early_blight,Early Blight,0,train,a3fcd221d02ab53994a8bdea16cefc46,7bcee6f3596d9dc6
7b95c3ad-d550-4cc8-96e0-549ec04c7dea___RS_Early.B 7342.JPG,Potato___Early_blight,Early Blight,0,train,78e3719ca3af8a12fe7f6dc62969d497,0f3578496363168c
7ba072ea-9bb3-4b5e-8fff-82758ff3f722___RS_Early.B 8262.JPG,Potato___Early_blight,Early Blight,0,test,2430ac3e330dc294e630f2e15e865341,8b39797dbdcb467d
7c0e4eed-d8e2-410f-a7bf-9f5a1c4a566d___RS_Early.B 8042.JPG,Potato___Early_blight,Early Blight,0,test,c801d7d516ed2c0b8d167b143267c9ba,418422514b93165c
7c9b2deb-6f9f-4671-bdcd-56481d8f0a35___RS_Early.B 8608.JPG,Potato___Early_blight,Early Blight,0,train,c9c7112af2a1a6df78c6385b589ae892,3b79ecb4fdd36e7b
7cc0cb45-7fae-4d55-8dce-aa5e4484b7d9___RS_Early.B 7088.JPG,Potato___Early_blight,Early Blight,0,train,faafd55c0ca18ce54c241629f71d9bfc,236150183a1a4808
7d056cd3-76d1-49f5-8491-a25e4fc4f852___RS_Early.B 8414.JPG,Potato___Early_blight,Early Blight,0,test,fc2f48e829d7ddf325274926c1be9cc3,831930517b261c58
7d90df0a-da17-4641-9006-75aa7de6ed5e___RS_Early.B 8702.JPG,Potato___Early_blight,Early Blight,0,train,7680ec0ba71938316abfc978efe3b4d7,1351d44676368c24
7d92aa59-82fc-4c93-9d0e-728c0a944055___RS_Early.B 6965.JPG,Potato___Early_blight,Early Blight,0,train,87dbafbffb4a8b9df3237c4dd44f5522,8d34685167c63cf0
7dc2fac8-c581-4b69-9f54-dbe7d838956c___RS_Early.B 6677.JPG,Potato___Early_blight,Early Blight,0,train,8114d96ad238eedd372fbd1c2f90c1c3,a73868626263e6cc
7ea05f87-83d3-405e-84ee-f637426f4bab___RS_Early.B 6715.JPG,Potato___Early_blight,Early Blight,0,train,9d35710a4c379368376f7e70c3ab7efa,1c3e7154ec6cd91b
7f0c3ad4-67f7-4a6e-81da-5cdbe1c5ff8b___RS_Early.B 8453.JPG,Potato___Early_blight,Early Blight,0,train,8dc263ddcc0813d835cbd6f8437d3234,8e33317177630ec8
7fb3dc5c-f90b-46fe-8eb6-2d21038976ff___RS_Early.B 7256.JPG,Potato___Early_blight,Early Blight,0,val,6626a07869b12ce5f0c60750fa0872f9,3643c94c242483c1
8002c1e4-0066-4764-9ed5-52d8334cd5c6___RS_Early.B 7855.JPG,Potato___Early_blight,Early Blight,0,train,47bc780fd756750d0302d19b544a518d,43996c4ed654379a
8081f3a1-d992-43bf-afa4-402ed06a83b1___RS_Early.B 6860.JPG,Potato___Early_blight,Early Blight,0,train,d44dfc796dd3dea7320ace9dd6a329a1,0396302268716364
811eba3a-112e-43dd-8b22-57f3cde4c504___RS_Early.B 7983.JPG,Potato___Early_blight,Early Blight,0,train,ad9b8103cfd57fcb7f826618df54bd4e,4c47a199d9cd6d99
81bc4d94-be1f-4127-8203-da3ae29aa3d5___RS_Early.B 7305.JPG,Potato___Early_blight,Early Blight,0,train,051b31e1de976bc94d0bb70d64c7323b,57b39bb369693aca
82048f32-5a2c-491c-8771-109a1024fd5a___RS_Early.B 8199.JPG,Potato___Early_blight,Early Blight,0,val,2cdb87d58856aa05dd9910dd3b444833,4ccfc5a5b1d91b8b
82611670-959a-401b-8ed0-4b4fdad5679e___RS_Early.B 8003.JPG,Potato___Early_blight,Early Blight,0,train,0a3bd613971a97192dd1bac50bf6a738,5eebb15b492533c5
82654962-5b0d-44ed-9ca4-84be55ba23a6___RS_Early.B 6877.JPG,Potato___Early_blight,Early Blight,0,val,3fcf77789526ca9ec4670542ba460d3a,23c1c5c1c3c66d7f
82927769-4d4a-4f19-a806-a02f435ad17d___RS_Early.B 7886.JPG,Potato___Early_blight,Early Blight,0,train,b66e86a42caa31b754b6303afd262658,93917072e66427bc
82a783e4-ba41-42af-96a8-ebc67abe905d___RS_Early.B 7439.JPG,Potato___Early_blight,Early Blight,0,train,9e76f1830bdc00a518ef73e358cbbaa2,97256dc3c7c76e6c
82cdc0bb-ac22-429d-ad70-2ec0d771dd39___RS_Early.B 7405.JPG,Potato___Early_blight,Early Blight,0,train,c801ac308e39b1439ad7aee34b081564,cf9d39c981e38ef8
833c373e-d3fc-4d1e-86e7-8bd11d41a33e___RS_Early.B 7509.JPG,Potato___Early_blight,Early Blight,0,train,51aa1ce94e6ea4480d051e96f278788c,3e63d5b4ce9d3326
835e6cde-b1e2-48e6-b616-e0a4ca05b127___RS_Early.B 7143.JPG,Potato___Early_blight,Early Blight,0,train,a0253a9efba6220a5c0c98dcc09921e0,67e39391e5c72f9d
838c8a0a-d112-4940-9a5d-221b4e9cc4c8___RS_Early.B 6967.JPG,Potato___Early_blight,Early Blight,0,train,64dbbd391d31438d2f8626ad69505a13,489a2e58d4353392
839a8aeb-9bcc-4fd9-b196-639d6f681426___RS_Early.B 7068.JPG,Potato___Early_blight,Early Blight,0,train,db23e902cfc324d91ae94a1d0f1afdbf,9e5bd3a5a1534e9d
83b7d891-0fe8-47b8-b6e1-693493a2988a___RS_Early.B 8707.JPG,Potato___Early_blight,Early Blight,0,train,9ca2935ca721926cb8117bba2a5a9188,efe3f1b4d96d2b8b
83e334ee-bd8c-4aa5-bb8e-bc64d99bd5e2___RS_Early.B 7329.JPG,Potato___Early_blight,Early Blight,0,train,fd55c378e947a2123d983167821875d1,584ec3653298c9a1
83f244c6-e33e-4fbb-a9ef-3996cd25a547___RS_Early.B 8700.JPG,Potato___Early_blight,Early Blight,0,train,1802431c67da592f788d837614c1a315,0739306a4adc7366
8435fd63-0136-44f9-8dd4-6ca27bcddd97___RS_Early.B 7017.JPG,Potato___Early_blight,Early Blight,0,val,ac7a9834874809505f98618a4deb856b,0b99347adc31331c
84546db4-ea7c-4357-bf3d-6afcae9a05bf___RS_Early.B 7637.JPG,Potato___Early_blight,Early Blight,0,train,57cbf922c671026f3ef0f28ff1c1cb03,026b41d06c271e98
848336c4-eaad-47e7-8458-5e80d5520d05___RS_Early.B 7729.JPG,Potato___Early_blight,Early Blight,0,train,71a8cde553de5bac448566de3edbb283,e49d3949d99b267c
8493b49f-1b73-4d5c-b6f9-ae9a41091643___RS_Early.B 6720.JPG,Potato___Early_blight,Early Blight,0,val,c9d5a78a8089e4c53f2e28f66c8781f1,2666cce9d9c9dafe
849daa7e-b5ea-4445-93f9-b21d43c1bd44___RS_Early.B 7193.JPG,Potato___Early_blight,Early Blight,0,train,dedf12bb80d476c05f644203a0334604,9b334dd4d9db5b5c
84a61cf3-fdc2-42bd-82d8-8dcf20e9d374___RS_Early.B 8130.JPG,Potato___Early_blight,Early Blight,0,train,e0b83606da0b8267289eccf4bbe1ae55,04344c7cd4c46536
853f6d7a-836c-4829-ba2c-2eeada2089cc___RS_Early.B 7208.JPG,Potato___Early_blight,Early Blight,0,train,9f036c32b2e23f91a3cfa2b83b0f2424,993dccdd97a79eba
85531704-18a5-4f98-8c1d-25709ecf77f8___RS_Early.B 8214.JPG,Potato___Early_blight,Early Blight,0,train,6696cb51455aff9f0471e4249223b1e4,c39b3c626109464c
85626b40-beca-4bc0-90ed-fc6090c6b18e___RS_Early.B 8598.JPG,Potato___Early_blight,Early Blight,0,val,c24b8fe10e28f097d6d2a97d08384a1b,678d99393173463c
85a38441-6df7-4401-9905-fba74ebfa717___RS_Early.B 8230.JPG,Potato___Early_blight,Early Blight,0,train,04ef6ec4038337da3a046621bea2fa71,1673692567398163
85a9856f-d5ae-4740-a038-517489a25ff5___RS_Early.B 8635.JPG,Potato___Early_blight,Early Blight,0,train,f2886119cf6792d510f96975db8c100e,9f3ff3b99d5d99e1
8636092c-9357-4b4c-9d2d-c45c3dcf9253___RS_Early.B 7981.JPG,Potato___Early_blight,Early Blight,0,train,5b0249258984568272f98d24cb3d8441,c31979d1e1673e79
86562214-f8b9-4105-9513-4847520aff9a___RS_Early.B 7515.JPG,Potato___Early_blight,Early Blight,0,train,e62a3fb6117fccc61c53502b6c8d8537,1c7bd9f45c3d9fd6
86a65e8c-c7cf-45f7-8619-422eb6f1a40d___RS_Early.B 7745.JPG,Potato___Early_blight,Early Blight,0,train,e6dea8625592cf6a7b202275c916c9d4,4998285890496e3c
86e98583-f506-4cb7-ba11-eea466662ec7___RS_Early.B 7335.JPG,Potato___Early_blight,Early Blight,0,test,7111b91c4ca90787d96b638d2bd947f0,0b3171554b6f2e98
8784362f-5fc6-4ad9-b11d-d06b272cefb5___RS_Early.B 6907.JPG,Potato___Early_blight,Early Blight,0,val,69747af7f1d0e28ecc94d3b6c877a388,4308385ad274498a
879d0dfe-d17d-486a-992c-d80089133c50___RS_Early.B 7428.JPG,Potato___Early_blight,Early Blight,0,train,f9166e2e0230368e4f7f384ff945974f,46f36369389ecc21
87c0254c-c987-4c54-adda-45c5e7346170___RS_Early.B 8848.JPG,Potato___Early_blight,Early Blight,0,train,c26a7828593602a183026095f253bd96,9e37e5a58d97f396
887347a3-ee1c-4141-a423-ffe050dd246e___RS_Early.B 7851.JPG,Potato___Early_blight,Early Blight,0,train,d8f326815d5922eb0a0534cc99522727,9c977371783d3967
88c63d75-4423-4233-9097-728af8a52033___RS_Early.B 6862.JPG,Potato___Early_blight,Early Blight,0,train,c358daa8b2433e81e90e53b388dd894f,cf9b3964c983e65d
88e29276-8c4f-4d15-b3d4-d1db0a05cac1___RS_Early.B 6973.JPG,Potato___Early_blight,Early Blight,0,test,847e5289e02317577d3a117b44a554d1,24265351312d1b8e
89273b26-09d5-4bf7-a6a5-22c47a613b93___RS_Early.B 7383.JPG,Potato___Early_blight,Early Blight,0,train,face81173ae90e7dba006e928e98b762,833b7cbcb1e74c79
8994b76b-6e1e-42d3-b07c-99abca3fa35b___RS_Early.B 7762.JPG,Potato___Early_blight,Early Blight,0,val,33bbddb5ea4f54774656374e00efe890,97395c92b5d36f8e
89b2e456-737b-4020-b788-c3f6a4927e69___RS_Early.B 7371.JPG,Potato___Early_blight,Early Blight,0,train,201e1a17a04eb31646f944d67d6d5cae,0c61413935b1623c
89d4dba2-3d9c-46fe-bac3-6be833b01351___RS_Early.B 6749.JPG,Potato___Early_blight,Early Blight,0,val,01348f00eb9b775c740a26925ffa2d56,87c9d1d1d9dbdbbf
8a9f0340-d5d1-479b-9dc5-d8df11685951___RS_Early.B 7024.JPG,Potato___Early_blight,Early Blight,0,train,c645604df6a577451e772232720bd386,214c9a2644596324
8ace7694-6cdd-495e-a987-f9c0ee82bcab___RS_Early.B 9016.JPG,Potato___Early_blight,Early Blight,0,train,460d8f439b73fbb53a3138b689afd71a,4cc6c94934141602
8b20db6d-9c57-46d7-b40d-c6a809b49e07___RS_Early.B 9127.JPG,Potato___Early_blight,Early Blight,0,train,6621ed01533b16493d2ae38e17903389,0d5c505e3c1c1819
8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG,Potato___Early_blight,Early Blight,0,train,ee78bb6dd6e6539209244a3c28f327bc,1f6dc189bd721c8d
8bcbd0ab-e530-4b6c-83a2-e0c649abbdaf___RS_Early.B 6676.JPG,Potato___Early_blight,Early Blight,0,val,6338662eaf01e928be8afe0ae237ee15,3761c18589873e79
8be5bc25-febc-4bde-bd2b-01a54d3c6e3c___RS_Early.B 8760.JPG,Potato___Early_blight,Early Blight,0,train,089b9deed8ed27ceef4dc495c0ccaa83,9b95f67b793995cd
8c01f338-2648-4bcf-99cb-853978b39014___RS_Early.B 6742.JPG,Potato___Early_blight,Early Blight,0,train,9578008a748122d09380702fd5e9673f,e617e183a387c7db
8c1f94fb-d8e0-4607-a967-b71408dfd1ab___RS_Early.B 8723.JPG,Potato___Early_blight,Early Blight,0,val,1748e442930ab47efa255d3221289a06,c78d1d3c3979071e
8c3d0f9e-3a77-4ec2-a9ad-d996caa2c562___RS_Early.B 6887.JPG,Potato___Early_blight,Early Blight,0,train,8a5dc08aa55be921d4419f7c5ca12f6b,2160c0923a320102
8ce2ee77-109f-4a08-bee9-2877c2201056___RS_Early.B 6834.JPG,Potato___Early_blight,Early Blight,0,train,0a6be4406a4ee7a234195c1a8498c7b2,802d39b238140501
8d015dcf-e4da-41b7-9d81-8d160000accf___RS_Early.B 7264.JPG,Potato___Early_blight,Early Blight,0,train,a35419e80272a4b69d055d300f5f60f2,18266369c4db581c
8d8382dc-c4aa-4118-8aae-d0c372dce562___RS_Early.B 7336.JPG,Potato___Early_blight,Early Blight,0,train,4d3f997206691430d3724f5f926d6fc6,06534170741d8721
8da2d8a3-159e-48eb-9ae6-fd82bdb22d5d___RS_Early.B 6923.JPG,Potato___Early_blight,Early Blight,0,train,64f30ea7896ed755bf09b89ff25a11fa,6964634969330ecc
8df7a062-73d6-468e-8354-baa641dd69b3___RS_Early.B 7072.JPG,Potato___Early_blight,Early Blight,0,train,b65816d276d9801e849ce84295ee1974,29345e9e9a180547
8e05b766-d0a9-4621-9bb4-d16bef411dda___RS_Early.B 7238.JPG,Potato___Early_blight,Early Blight,0,train,054b3d96ad2f88ac442c9e63ccc223ae,aca67bc565319ec7
8e384f1d-1a56-4fcc-8e06-a65ee86270a8___RS_Early.B 7278.JPG,Potato___Early_blight,Early Blight,0,train,61fb3e22a861d80aa8bea09225f55996,1e2343617113178c
8e8ec280-1469-4286-ac93-0d88f393d21c___RS_Early.B 7891.JPG,Potato___Early_blight,Early Blight,0,train,bde8b755d5045545cc2c300d8e07847d,8e3351c4cc4d2f86
8e99bd85-9c90-4d29-ba2c-2110f46cef07___RS_Early.B 8570.JPG,Potato___Early_blight,Early Blight,0,train,5f90bb7970570d09e3381795ab61e974,c39135614363663c
8ee79bf1-78d0-4c93-b42c-301d54e64f41___RS_Early.B 8388.JPG,Potato___Early_blight,Early Blight,0,val,c9f7f620cd1ad46e4d604d1c591715fc,581e03714e2711c1
8f0e2872-e5c6-43b2-97f9-269da00cd400___RS_Early.B 8089.JPG,Potato___Early_blight,Early Blight,0,val,b5ecc3accc7a0b835a149ce9e5209d29,9b2f5c7c7573db3d
8f0e6484-7d27-4ee1-849a-316c6195b139___RS_Early.B 6840.JPG,Potato___Early_blight,Early Blight,0,train,0e84d7c774679fb7add2a46f2e7e883f,49983a3071630608
8f3f9eed-1a3d-4f0f-adcc-0fe3a832d95f___RS_Early.B 8518.JPG,Potato___Early_blight,Early Blight,0,val,30b4901ceafd322ac5f198739b4dd7b7,010161434f3f3e50
8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG,Potato___Early_blight,Early Blight,0,train,b551ce0979d7c748a311f599833f4f87,0f69c5694d291fce
8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG,Potato___Early_blight,Early Blight,0,val,64f7b15980e6e35952fb3bf80e530113,993673bb393b269c
8f9aef15-0a7e-4b1f-883f-30b8cbc72fe4___RS_Early.B 7898.JPG,Potato___Early_blight,Early Blight,0,test,7355be38c979536ec177427a7c5eebc8,97377f5d9b367df8
8fcea4b7-97df-428e-a0ac-635108307e88___RS_Early.B 9229.JPG,Potato___Early_blight,Early Blight,0,train,8566877e648891ed18c84d0a9c97ab21,c78e3e78690b6c40
8ff3274d-02b2-4859-9415-982aa4ec7d8c___RS_Early.B 7465.JPG,Potato___Early_blight,Early Blight,0,train,19324b4c38124c875edf3a19ef16d94a,9926d31dcc89639c
900514b4-8768-4370-bc53-998e390644db___RS_Early.B 7788.JPG,Potato___Early_blight,Early Blight,0,test,4e55e02231a45f8140fb3267e4a60358,030106626a722f3e
902d81fd-7e78-44b6-b71b-efa61e018c65___RS_Early.B 8100.JPG,Potato___Early_blight,Early Blight,0,train,283de3e87c1e829305a41aae14b41546,1daec7abd1751dcf
904770c5-2c05-43a1-a4d7-bccb5eafe1b7___RS_Early.B 7129.JPG,Potato___Early_blight,Early Blight,0,test,10ea0db85fe599d8d23dba22b4ac882a,8bb1311b1b4e6c38
904dba96-8ff1-45e2-af16-9c9cc5865c32___RS_Early.B 7349.JPG,Potato___Early_blight,Early Blight,0,val,e042e6fb1beb0505a56d45990419a960,089c2761e5e96324
906218cf-65e8-4713-841f-01707a9dd20c___RS_Early.B 7270.JPG,Potato___Early_blight,Early Blight,0,train,074a66ce1d524513283e5744e7c3bc35,639d396969634e48
906bb6f0-e61b-42f2-83a9-22593dadcedc___RS_Early.B 8564.JPG,Potato___Early_blight,Early Blight,0,train,96cfad9fd2332f540f05bb00f86df59f,7c06c36531020200
907f26c5-5996-41b3-877b-7de6122699a9___RS_Early.B 7758.JPG,Potato___Early_blight,Early Blight,0,train,c1e8741e4d989b8bde2826df216893b5,1c66535320309141
90d47c2a-c84e-498c-b30d-f368e75611a7___RS_Early.B 7778.JPG,Potato___Early_blight,Early Blight,0,train,a9e1438eb62182909a0019472670def6,3e03c3e260790b86
90efe2c3-3e9b-4c76-9ab9-b74b2b2ecf36___RS_Early.B 7582.JPG,Potato___Early_blight,Early Blight,0,train,f87085290425353c01ed2d9c419b0c77,5e5bd9ddce46668e
91008080-0b15-41f0-ab72-5b6a3582239d___RS_Early.B 6954.JPG,Potato___Early_blight,Early Blight,0,test,335f9dae8855d55e7fde8401b2b1911c,0a82226244051650
911b9166-40ba-4dc8-974e-c916e6866142___RS_Early.B 9089.JPG,Potato___Early_blight,Early Blight,0,train,00bb2e077aeac9c52e71284f729baa7d,3b7dc4f969731e38
9125d133-5b86-4363-8fbe-79c813ac8795___RS_Early.B 6748.JPG,Potato___Early_blight,Early Blight,0,train,2af556ff803cc4e2dc0316dffa42c60c,8b093ce65479a3c6
9141a8b4-6144-446d-b71d-925bcd432840___RS_Early.B 8648.JPG,Potato___Early_blight,Early Blight,0,train,72a18aa60f97ddadb6872678efc3b8ef,3b61d06061338f44
91721448-8786-49f6-a66d-d410fe714676___RS_Early.B 7725.JPG,Potato___Early_blight,Early Blight,0,val,62d474dd9567b3f062ed5b40ecff149b,8c034d6630904ca1
91a21acf-c95a-4ffc-90f2-8c64456f4032___RS_Early.B 7139.JPG,Potato___Early_blight,Early Blight,0,train,5fade7c26a9c75b3abbeb34eaaf0ee9e,058d3a3874414306
91d11576-f040-43ab-8e08-e7ef4926707a___RS_Early.B 8054.JPG,Potato___Early_blight,Early Blight,0,train,9d308a52ddb8d11f2d7142f508827ddb,436164423018c123
92757a8e-b68a-45b3-9d70-0281c8ea90ca___RS_Early.B 7199.JPG,Potato___Early_blight,Early Blight,0,test,1abe7701b487f4b6b63711d375426f02,86336565675b279c
92a30efc-6b2f-4e17-8688-e477e5d39bd9___RS_Early.B 7343.JPG,Potato___Early_blight,Early Blight,0,val,b73a70af1bd0d1e16036ceb03ebc5146,186ce653613189c3
93701beb-c734-41ea-a5ef-9e5ca4728dfc___RS_Early.B 6885.JPG,Potato___Early_blight,Early Blight,0,val,e496149ac0e5e21099c4b68a517568c2,2341e0e2c929178c
93992994-fcb0-4d3e-b528-e6fd9fd1b317___RS_Early.B 6686.JPG,Potato___Early_blight,Early Blight,0,train,1c49b113ca992388bc711d241a0e612e,4299246475a1b250
93c3dfcc-de7c-4ae9-9d18-4042f53e3d1f___RS_Early.B 7872.JPG,Potato___Early_blight,Early Blight,0,train,38f2eb32b46fe96dd0156b42fd4e4505,430d1d911131333c
